Event.Id,Event.Date,Weather.Condition,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Make,Engine.Type,Broad.phase.of.flight,Aircraft.Category,Injury.Severity,Purpose.of.flight,Accident_Count
20141212X02430,2014-12-12,VMC,0.0,0.0,2.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141215X02302,2014-12-12,VMC,0.0,2.0,2.0,New Piper Aircraft Inc,Reciprocating,Unknown,Airplane,Non-Fatal,Business,1
20141217X25544,2014-12-12,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Flight Test,1
20141222X75002,2014-12-12,VMC,0.0,0.0,0.0,Dassault/Sud,Turbo Fan,Unknown,Airplane,Non-Fatal,Unknown,1
20141213X60747,2014-12-13,VMC,1.0,0.0,0.0,Johnson David Earl,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20141215X73233,2014-12-13,VMC,0.0,0.0,0.0,Thomas R Wade,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141217X43728,2014-12-13,VMC,0.0,0.0,0.0,Boeing,Turbo Fan,Unknown,Airplane,Non-Fatal,Unknown,1
20141214X73255,2014-12-14,VMC,1.0,0.0,0.0,Titan,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20141217X14806,2014-12-15,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141217X21639,2014-12-16,VMC,1.0,0.0,1.0,Piper,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20141217X23603,2014-12-16,VMC,0.0,0.0,0.0,Eurocopter,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Other Work Use,1
20141229X70130,2014-12-18,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20141218X34149,2014-12-19,IMC,1.0,0.0,0.0,Beech,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20141220X75830,2014-12-20,VMC,0.0,0.0,0.0,Ferdon,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141224X94026,2014-12-20,VMC,0.0,0.0,0.0,Bauer Thomas G,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141230X11811,2014-12-20,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141224X24922,2014-12-21,VMC,0.0,0.0,0.0,Bell,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Executive/Corporate,1
20141221X71107,2014-12-21,VMC,0.0,0.0,1.0,Farthing James W Ii,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141222X12716,2014-12-22,VMC,1.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Fatal,Aerial Observation,1
20141222X43102,2014-12-22,VMC,0.0,0.0,0.0,Robinson Helicopter Co,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Personal,1
20150106X34908,2014-12-22,VMC,0.0,1.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141224X71626,2014-12-24,IMC,2.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20141227X53516,2014-12-24,IMC,1.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Fatal,Business,1
20141227X82857,2014-12-24,UNK,7.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Fatal,Unknown,1
20141227X90819,2014-12-26,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141228X13823,2014-12-27,VMC,0.0,0.0,1.0,Aerotek,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150113X15218,2014-12-27,VMC,5.0,0.0,0.0,Aerospatiale,Unknown,Unknown,Helicopter,Fatal,Unknown,1
20141230X10247,2014-12-28,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141229X15321,2014-12-29,VMC,1.0,0.0,1.0,Robinson Helicopter,Reciprocating,Unknown,Helicopter,Fatal,Instructional,1
20141229X60803,2014-12-29,VMC,1.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20150105X12648,2014-12-29,VMC,0.0,0.0,0.0,Robinson Helicopter Company,Reciprocating,Unknown,Helicopter,Non-Fatal,Personal,1
20141230X23039,2014-12-30,VMC,1.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Fatal,Positioning,1
20141231X01659,2014-12-30,IMC,0.0,0.0,0.0,Cessna,Turbo Prop,Unknown,Airplane,Non-Fatal,Unknown,1
20141231X81005,2014-12-30,VMC,0.0,0.0,0.0,Mds Fying Llc,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150101X13628,2014-12-30,IMC,2.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20150108X11648,2014-12-30,VMC,0.0,0.0,0.0,Robinson Helicopter,Reciprocating,Unknown,Helicopter,Non-Fatal,Instructional,1
20141231X83422,2014-12-31,VMC,0.0,0.0,2.0,Md Helicopter Inc,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Public Aircraft - Local,1
20150101X15630,2015-01-01,IMC,2.0,0.0,0.0,Bell,Turbo Shaft,Unknown,Helicopter,Fatal,Positioning,1
20150102X22749,2015-01-01,VMC,0.0,2.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150107X11946,2015-01-01,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150103X93856,2015-01-02,IMC,4.0,0.0,1.0,Piper,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20150103X94415,2015-01-02,VMC,0.0,1.0,0.0,Robinson Helicopter Company,Reciprocating,Unknown,Helicopter,Non-Fatal,Personal,1
20150204X84810,2015-01-02,VMC,0.0,0.0,0.0,Dayton A Babcock,Reciprocating,Unknown,Weight-Shift,Non-Fatal,Personal,1
20150103X81107,2015-01-03,VMC,0.0,0.0,0.0,Waco Classic Aircraft,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150106X21946,2015-01-03,VMC,0.0,4.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Unknown,1
20150105X15832,2015-01-04,VMC,0.0,0.0,0.0,Beech,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150105X21217,2015-01-04,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150105X82400,2015-01-04,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150106X44718,2015-01-04,IMC,0.0,0.0,1.0,Raytheon Aircraft Company,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150106X42145,2015-01-05,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150106X95852,2015-01-06,VMC,0.0,3.0,1.0,Beech,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150107X23406,2015-01-06,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150107X60158,2015-01-06,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20150128X35114,2015-01-06,VMC,0.0,1.0,1.0,Burton,Reciprocating,Unknown,Gyrocraft,Non-Fatal,Business,1
20150108X54748,2015-01-07,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150122X45256,2015-01-08,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150109X71237,2015-01-09,VMC,1.0,0.0,0.0,Gibbs,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20150110X84136,2015-01-09,UNK,1.0,0.0,0.0,Cirrus Design Corp,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20150121X60411,2015-01-09,VMC,0.0,1.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20150110X10017,2015-01-10,VMC,1.0,0.0,0.0,Robinson Helicopter,Reciprocating,Unknown,Helicopter,Fatal,Instructional,1
20150110X51117,2015-01-10,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150112X62619,2015-01-10,VMC,0.0,1.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20150115X51623,2015-01-10,VMC,0.0,0.0,1.0,Lindstrand Balloons Usa,Unknown,Unknown,Balloon,Non-Fatal,Personal,1
20150122X44743,2015-01-10,VMC,2.0,0.0,2.0,Embraer,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20150111X02134,2015-01-11,VMC,1.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20150111X91553,2015-01-11,VMC,1.0,0.0,0.0,Bruct J Myers,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20150203X92358,2015-01-12,IMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150113X22629,2015-01-14,IMC,1.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20150115X33904,2015-01-14,VMC,0.0,1.0,0.0,Shannon William,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150120X02640,2015-01-14,VMC,0.0,2.0,1.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150115X71911,2015-01-15,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20150120X24700,2015-01-15,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150116X15725,2015-01-16,VMC,2.0,0.0,0.0,Schmidt Albert D,Reciprocating,Unknown,Airplane,Fatal,Air Race Show,1
20150116X24615,2015-01-16,VMC,1.0,0.0,1.0,Luscombe,Reciprocating,Unknown,Airplane,Fatal,Instructional,1
20150116X65836,2015-01-16,VMC,1.0,0.0,0.0,Baker Bobby J,Reciprocating,Unknown,Helicopter,Fatal,Personal,1
20150116X71118,2015-01-16,VMC,0.0,0.0,0.0,Cubcrafters Inc,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150120X80613,2015-01-16,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150116X20909,2015-01-17,VMC,0.0,3.0,1.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20150120X94557,2015-01-17,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150121X13632,2015-01-17,VMC,0.0,0.0,0.0,Mooney,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150209X31250,2015-01-18,VMC,0.0,0.0,0.0,Beech,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150120X02856,2015-01-19,VMC,0.0,0.0,0.0,Diamond Aircraft Ind Inc,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20150120X40744,2015-01-19,VMC,0.0,1.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150120X70649,2015-01-19,VMC,0.0,0.0,1.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20150120X53355,2015-01-20,VMC,0.0,1.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150121X24545,2015-01-21,UNK,2.0,0.0,0.0,Beech,Unknown,Unknown,Airplane,Fatal,Personal,1
20150122X20352,2015-01-21,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150122X23956,2015-01-21,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Unknown,1
20150122X11026,2015-01-22,VMC,2.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Fatal,Instructional,1
20150126X51408,2015-01-22,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20150125X85724,2015-01-23,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20150204X65201,2015-01-23,VMC,0.0,0.0,0.0,Maule,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150125X90257,2015-01-25,VMC,0.0,0.0,1.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150126X54025,2015-01-25,VMC,0.0,0.0,1.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150126X90859,2015-01-25,VMC,0.0,2.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150128X01747,2015-01-25,VMC,0.0,0.0,0.0,Flight Design Gmbh,Reciprocating,Unknown,Airplane,Non-Fatal,Business,1
20150126X31505,2015-01-26,IMC,1.0,1.0,1.0,Cessna,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20150126X84741,2015-01-26,VMC,0.0,0.0,0.0,Cirrus,Reciprocating,Unknown,Airplane,Non-Fatal,Positioning,1
20150127X14127,2015-01-26,VMC,0.0,2.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150127X15137,2015-01-26,VMC,1.0,0.0,0.0,Alexander,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20150127X61012,2015-01-26,VMC,0.0,2.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150128X02848,2015-01-26,VMC,2.0,0.0,0.0,Enstrom,Reciprocating,Unknown,Helicopter,Fatal,Instructional,1
20150128X02253,2015-01-27,VMC,0.0,0.0,0.0,Diamond Aircraft Ind Inc,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150128X34553,2015-01-28,VMC,1.0,0.0,0.0,Eagleston John H,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20150128X42832,2015-01-28,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150129X05038,2015-01-28,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20150130X12418,2015-01-29,VMC,0.0,0.0,0.0,Bell-Watson,Reciprocating,Unknown,Helicopter,Non-Fatal,Instructional,1
20150130X24929,2015-01-29,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150204X64915,2015-01-29,VMC,0.0,0.0,0.0,Schneider Richard J,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150202X55515,2015-01-30,UNK,1.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Fatal,Unknown,1
20150201X23855,2015-01-31,VMC,0.0,0.0,0.0,Butler Raymond,Reciprocating,Unknown,Helicopter,Non-Fatal,Personal,1
20150202X20456,2015-01-31,VMC,0.0,0.0,2.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Public Aircraft - State,1
20150205X45356,2015-01-31,VMC,0.0,1.0,0.0,Evolution Aircraft Inc,Reciprocating,Unknown,Weight-Shift,Non-Fatal,Personal,1
20150202X83148,2015-02-01,VMC,0.0,0.0,0.0,Robinson Helicopter Company,Reciprocating,Unknown,Helicopter,Non-Fatal,Aerial Application,1
20150203X64859,2015-02-01,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20150211X84924,2015-02-01,VMC,0.0,0.0,0.0,Schweizer,Reciprocating,Unknown,Helicopter,Non-Fatal,Personal,1
20150203X31110,2015-02-02,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150204X31504,2015-02-04,VMC,0.0,2.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20150205X21520,2015-02-04,VMC,0.0,0.0,0.0,Autogyro Gmbh,Reciprocating,Unknown,Gyrocraft,Non-Fatal,Personal,1
20150204X22214,2015-02-05,IMC,1.0,0.0,0.0,Piper,Turbo Prop,Unknown,Airplane,Fatal,Personal,1
20150205X05021,2015-02-05,IMC,1.0,0.0,0.0,Cessna,Turbo Prop,Unknown,Airplane,Fatal,Personal,1
20150205X34400,2015-02-05,VMC,0.0,2.0,2.0,Beech,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150206X02838,2015-02-05,VMC,0.0,0.0,0.0,Air Tractor Inc,Turbo Prop,Unknown,Airplane,Non-Fatal,Ferry,1
20150211X83331,2015-02-07,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20150216X51702,2015-02-07,VMC,1.0,0.0,0.0,Cessna Aircraft,Reciprocating,Unknown,Airplane,Fatal,Aerial Application,1
20150209X74707,2015-02-08,VMC,0.0,0.0,0.0,Gulfstream Aerospace,Turbo Fan,Unknown,Airplane,Non-Fatal,Executive/Corporate,1
20150209X81643,2015-02-08,VMC,0.0,0.0,2.0,American,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20160325X33816,2015-02-08,VMC,0.0,1.0,0.0,Mooney,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20150209X05051,2015-02-09,VMC,0.0,1.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150210X11721,2015-02-09,VMC,0.0,0.0,0.0,Dehavilland,Turbo Prop,Unknown,Airplane,Non-Fatal,Positioning,1
20150217X50749,2015-02-09,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150210X01153,2015-02-10,VMC,0.0,1.0,0.0,Vans,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150210X74239,2015-02-10,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Unknown,1
20150211X14605,2015-02-10,VMC,0.0,1.0,0.0,Embraer,Turbo Fan,Unknown,Airplane,Non-Fatal,Unknown,1
20150220X75302,2015-02-10,VMC,0.0,0.0,0.0,Raytheon Aircraft Company,Turbo Prop,Unknown,Airplane,Non-Fatal,Positioning,1
20150211X00809,2015-02-11,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150211X52137,2015-02-11,VMC,1.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20150211X55543,2015-02-11,VMC,4.0,0.0,0.0,Beech,Turbo Prop,Unknown,Airplane,Fatal,Positioning,1
20150211X81517,2015-02-11,VMC,2.0,0.0,0.0,Richard Lacourse,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20150403X41941,2015-02-12,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Business,1
20150213X13657,2015-02-13,VMC,0.0,0.0,1.0,Robertson James F,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150214X43614,2015-02-14,VMC,0.0,0.0,1.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150217X62326,2015-02-14,VMC,0.0,1.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150224X92503,2015-02-14,VMC,0.0,0.0,0.0,Mooney,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150216X00209,2015-02-15,VMC,0.0,0.0,0.0,Scottish Aviation,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150218X92833,2015-02-15,VMC,0.0,0.0,0.0,Evo13 Llc,Turbo Prop,Unknown,Airplane,Non-Fatal,Personal,1
20150219X11939,2015-02-15,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150219X14806,2015-02-15,IMC,0.0,4.0,1.0,Boeing,Unknown,Unknown,Airplane,Non-Fatal,Unknown,1
20150225X45502,2015-02-15,VMC,0.0,1.0,0.0,Robinson Helicopter,Reciprocating,Unknown,Helicopter,Non-Fatal,Other Work Use,1
20150226X64850,2015-02-15,VMC,0.0,0.0,0.0,Bell,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Aerial Observation,1
20150414X10528,2015-02-15,VMC,0.0,0.0,1.0,Cameron,Unknown,Unknown,Balloon,Non-Fatal,Personal,1
20150217X83924,2015-02-16,IMC,0.0,0.0,0.0,Beech,Reciprocating,Unknown,Airplane,Non-Fatal,Unknown,1
20150218X40240,2015-02-16,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Positioning,1
20150223X10055,2015-02-16,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150219X43846,2015-02-18,VMC,0.0,0.0,0.0,Grumman Acft Eng Cor-Schweizer,Reciprocating,Unknown,Airplane,Non-Fatal,Flight Test,1
20150219X82450,2015-02-18,VMC,0.0,0.0,0.0,Embraer,Turbo Fan,Unknown,Airplane,Non-Fatal,Unknown,1
20150220X45944,2015-02-19,VMC,1.0,1.0,0.0,Johnson Joel H,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20150224X94231,2015-02-19,VMC,0.0,0.0,0.0,Cirrus Design Corp,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150220X74821,2015-02-19,VMC,0.0,0.0,0.0,Bell/Garlick,Turbo Shaft,Unknown,Helicopter,Non-Fatal,External Load,1
20150220X72637,2015-02-20,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Business,1
20150225X31336,2015-02-20,VMC,0.0,0.0,0.0,Agusta Aerospace Corp,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Unknown,1
20150225X01451,2015-02-21,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20150222X75521,2015-02-22,VMC,1.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20150224X93519,2015-02-22,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150224X45723,2015-02-24,VMC,0.0,0.0,1.0,Mcdonnell Douglas,Turbo Fan,Unknown,Airplane,Non-Fatal,Unknown,1
20150225X10233,2015-02-24,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20150225X12013,2015-02-24,VMC,0.0,0.0,0.0,Cessna,Turbo Prop,Unknown,Airplane,Non-Fatal,Unknown,1
20150225X04915,2015-02-25,VMC,1.0,0.0,0.0,Rose,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20150227X93828,2015-02-26,VMC,0.0,0.0,0.0,Gaddis Michael,Reciprocating,Unknown,Helicopter,Non-Fatal,Personal,1
20150227X62134,2015-02-27,VMC,0.0,0.0,1.0,Bell,Reciprocating,Unknown,Helicopter,Non-Fatal,Aerial Application,1
20150302X02845,2015-02-27,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150303X30828,2015-02-27,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20150303X75739,2015-02-27,VMC,0.0,0.0,1.0,Zenith Acft Co,Reciprocating,Unknown,Airplane,Non-Fatal,Ferry,1
20150303X93218,2015-02-27,VMC,0.0,0.0,0.0,Arnold,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20150304X33517,2015-02-28,VMC,0.0,0.0,0.0,Cirrus,Reciprocating,Unknown,Airplane,Non-Fatal,Unknown,1
20150302X31926,2015-03-01,VMC,0.0,1.0,1.0,Bombardier Canadair,Turbo Fan,Unknown,Airplane,Non-Fatal,Executive/Corporate,1
20150303X32311,2015-03-01,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150309X93405,2015-03-01,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20150311X53257,2015-03-01,VMC,0.0,0.0,0.0,Stinson,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150330X72852,2015-03-01,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150302X24638,2015-03-02,VMC,1.0,0.0,0.0,Adams Donald L,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20150302X52133,2015-03-02,VMC,2.0,0.0,0.0,Colyaer Sl,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20150302X72957,2015-03-02,VMC,0.0,1.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150309X60611,2015-03-02,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20150303X01545,2015-03-03,VMC,0.0,1.0,0.0,Robinson Helicopter,Reciprocating,Unknown,Helicopter,Non-Fatal,Personal,1
20150303X93210,2015-03-03,VMC,0.0,0.0,0.0,Christopher Jon Brown,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150305X32341,2015-03-03,VMC,0.0,1.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20150306X91728,2015-03-03,VMC,0.0,1.0,0.0,Goudie,Reciprocating,Unknown,Airplane,Non-Fatal,Flight Test,1
20150304X81814,2015-03-04,IMC,3.0,0.0,0.0,Mooney,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20150313X90544,2015-03-04,IMC,0.0,0.0,0.0,Beech,Reciprocating,Unknown,Airplane,Non-Fatal,Business,1
20150414X95014,2015-03-05,UNK,0.0,0.0,0.0,Fokker,Unknown,Unknown,Airplane,Unknown,Unknown,1
20150305X42958,2015-03-05,IMC,0.0,0.0,0.0,Mcdonnell Douglas Aircraft Co,Turbo Fan,Unknown,Airplane,Non-Fatal,Unknown,1
20150305X93207,2015-03-05,VMC,0.0,0.0,1.0,Ryan Aeronautical,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150309X04646,2015-03-05,VMC,0.0,0.0,0.0,Bell,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Instructional,1
20150311X25947,2015-03-05,VMC,0.0,0.0,0.0,Champion,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20150306X60652,2015-03-06,VMC,0.0,0.0,0.0,Waco,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150309X34020,2015-03-06,VMC,0.0,0.0,0.0,Funk,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150307X94703,2015-03-07,VMC,1.0,0.0,0.0,Ahrens Gerd H,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20150308X04620,2015-03-07,VMC,0.0,0.0,0.0,Cub Crafter,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150308X10201,2015-03-07,VMC,1.0,0.0,0.0,Airbus Helicopters (Eurocopte,Turbo Shaft,Unknown,Helicopter,Fatal,Positioning,1
20150308X30905,2015-03-07,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150309X25509,2015-03-07,VMC,0.0,0.0,0.0,Schupp Edward W,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20150310X83524,2015-03-07,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20150312X15728,2015-03-07,VMC,0.0,0.0,2.0,Hoke Bobby F,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150323X10450,2015-03-07,VMC,0.0,0.0,0.0,Ercoupe,Reciprocating,Unknown,Airplane,Non-Fatal,Ferry,1
